Experience_Name,Rating,Reviews,City,Country,Duration,Languages,Cost,Group_Limit,Group_Start_Cost,Category
Yoga with Olympic Champion Kat Copeland,5.0,43.0,,United Kingdom,75, English,17,500.0,330.0,Wellness
Steps to success with Neville Wright,5.0,4.0,,Canada,60, English,21,500.0,81.0,Wellness
Fall in Laugh,4.94,469.0,Lisboa,Portugal,30, English French and Portuguese,18,100.0,401.0,Wellness
Healing and De-stressing Eight Section Brocades,5.0,8.0,Beijing,China,30, English and Chinese Simplified,10,30.0,156.0,Wellness
Samsara group yoga classes,,,Belgrade,Serbia,90, English,12,10.0,12.0,Wellness
Create a Bucket List of Dreams for Intentional Living,5.0,1.0,New York,United States,60, English,14,10.0,160.0,Wellness
"Numerology, Soul Desire & Oracle Reading",4.97,74.0,Mascota,Mexico,60, English and Spanish,39,3.0,44.0,Wellness
Reset with a mid-day intuitive meditation All levels welcome,,,New York,United States,30, English,10,6.0,30.0,Wellness
Namaste- All level Vinyasa Yoga Flow,,,Charlotte,United States,60, English,18,30.0,199.0,Wellness
"Astrology Workshop, Birth Chart Reading",4.97,646.0,Lisboa,Portugal,60, English,53,12.0,128.0,Wellness
Meditation on Scent,,,New York,United States,60, English,15,15.0,100.0,Wellness
Guided Doodle Session,,,Johannesburg,South Africa,75, English,12,20.0,62.0,Wellness
"Vedic Astrology, your Astral Chart",4.97,414.0,Lima,Peru,60, Spanish and English,66,,,Wellness
Relax and Breathe Yoga Flow,,,Playa del Carmen,Mexico,120, English,17,10.0,45.0,Wellness
Tune in to Yourself with an Intuitive Psychic,,,Santa Cruz,United States,45, English,55,10.0,110.0,Wellness
Blissful Relaxation,,,Athens,Greece,60, English,29,6.0,105.0,Wellness
Holidays-Fun Group Tarot with a therapy dog,4.98,184.0,Rockville,United States,45, English and French,34,100.0,120.0,Wellness
Arrive here with guided breath work,,,Bozeman,United States,60, English,20,10.0,50.0,Wellness
Balinese Water Blessing Ritual,4.96,131.0,Ubud,Indonesia,60, English Indonesian and Japanese,24,10.0,68.0,Wellness
Meditation Theory and Practice,,,Rosarito,Mexico,60, English,15,20.0,25.0,Wellness
Forest Bathe in Kyoto's Sacred Mountain,4.99,630.0,Kyoto,Japan,75, English,20,,,Wellness
Green Witch Tarot Reading,5.0,49.0,Seattle,United States,45, English,52,2.0,65.0,Wellness
Palm reading one-on-one or couples/group,5.0,91.0,Roswell,United States,30, English,39,10.0,65.0,Wellness
Intuitive Tarot Reading and Meditation,4.94,279.0,Toronto,Canada,60, English,81,10.0,100.0,Wellness
Practice Restorative Yoga in Costa Rica,,,San José,Costa Rica,60, English and Spanish,10,10.0,32.0,Wellness
Cozy yoga & peaceful meditation with nat,,,Wroclaw,Poland,60, English,20,6.0,51.0,Wellness
Step by step virtual Art class,,,Kissimmee,United States,60, English,20,,,Wellness
Flow into peace with Vinyasa Yoga,5.0,39.0,Sydney,Australia,75, English,8,10.0,38.0,Wellness
Conversations with a Psychic,4.83,115.0,Hoboken,United States,60, English,52,30.0,480.0,Wellness
Crime and Handwriting Analysis,4.98,40.0,Greater London,United Kingdom,60, English,27,100.0,110.0,Wellness
Spice it up with Dancing Indian Chef,4.99,149.0,Berlin,Germany,60, English,19,100.0,157.0,Wellness
Learn Blackjack From a Professional Card Counter,5.0,9.0,Fremont,United States,60, English,19,10.0,35.0,Wellness
"HeartMindBody with Movement, Breath & Intuitive Reading",,,Sayulita,Mexico,175, English,19,4.0,25.0,Wellness
Master Emotions Like A Boss,5.0,1.0,New York,United States,45, English,8,30.0,40.0,Wellness
Halloween enchanted tale with tarot and oracle cards,5.0,8.0,Dubai,United Arab Emirates,45, English,31,100.0,96.0,Wellness
Yog Nidra meditation for deep relaxation and healing,5.0,1.0,Delhi,India,60, English,23,30.0,28.0,Wellness
High performance with Scott Reardon,5.0,11.0,,Australia,60, English,23,500.0,223.0,Wellness
Halloween Tarot Readings for Teams & Groups,4.93,280.0,Austin,United States,60, English,60,30.0,235.0,Wellness
Pranic Healing Session,,,Rio de Janeiro,Brazil,60, English and Portuguese,14,1.0,14.0,Wellness
Yoga for Hip Pain & Tightness-ONE-TO-ONE,4.78,9.0,Guangzhou,China,60, English,10,,,Wellness
Body-mind connection class for everyone,5.0,9.0,New York,United States,60, English and Spanish,10,30.0,5.0,Wellness
Watercolor painted natal chart & reading,5.0,200.0,Barcelona,Spain,60, English Spanish and Portuguese,76,8.0,76.0,Wellness
Personal Training Dynamic Yoga Flow plus Rome insider tips,,,Rome,Italy,60, English and Italian,19,20.0,115.0,Wellness
Find stillness with a private bespoke meditation session,5.0,2.0,New York,United States,45, English,15,3.0,75.0,Wellness
Non verbal Playground,5.0,5.0,Hamburg,Germany,60, English German and Spanish,14,20.0,14.0,Wellness
Warm up to win with Kurt Cuoto,5.0,13.0,,Mozambique,60, English and Portuguese,22,500.0,343.0,Wellness
Breathwork & Meditation Morning Session,4.92,13.0,Carvoeira,Portugal,60, English,38,30.0,302.0,Wellness
Digital Entrepreneurs - Virtual Meet Up,,,London,United Kingdom,75, English,14,6.0,69.0,Wellness
The Yogi Doc,,,Jacksonville,United States,60, English,25,10.0,300.0,Wellness
K-Beauty Get Camera Ready with a tv host,4.97,182.0,Yongsan-gu,South Korea,60, English and Korean,17,4.0,119.0,Wellness
Mind Full to Mindful with Breathwork,5.0,12.0,London,United Kingdom,45, English,16,30.0,153.0,Wellness
Rejuvenating Yoga session,,,Venice,Italy,45, English and Hindi,18,15.0,116.0,Wellness
"Cozy seasonal rituals, magic and traditions",,,Stockholm,Sweden,60, English,24,10.0,24.0,Wellness
Healing the Body with Intuitive Touch &Soothing Self-Massage,,,Phoenix,United States,90, English,25,6.0,100.0,Wellness
Melt away stress with a guided wellness session,,,Other ,Australia,60, English,29,30.0,67.0,Wellness
"Morse Code, war-themed escape room",4.95,37.0,Bedford,United Kingdom,90, English,20,10.0,241.0,Wellness
Moroccan Home Cooking or Pastries,4.98,482.0,Rabat,Morocco,90, English Arabic and French,16,30.0,177.0,Wellness
Skincare and Natural Cosmetics Workshop,4.96,267.0,Milano,Italy,60, English and Italian,18,100.0,105.0,Wellness
Tarot reading and Manifesting,4.94,32.0,Dubai,United Arab Emirates,45, English,64,100.0,96.0,Wellness
Roll & Release - Self Massage Techniques,,,Byron Bay,Australia,90, English,19,30.0,297.0,Wellness
Connecting through Improv,5.0,2.0,San Francisco,United States,90, English,50,100.0,900.0,Wellness
Supporting immunity with herbal medicine,,,Woodbridge,United Kingdom,60, English,17,10.0,50.0,Wellness
Unlock the meaning of your dreams,,,Paris,France,60, English,29,,,Wellness
Creative Connection Heart Based Art and Readings,5.0,1.0,Palmerston North,New Zealand,45, English,57,3.0,142.0,Wellness
Get a glimpse into the future by gypsy cards reading,,,Prague,Czech Republic,45, English,51,,,Wellness
Personalized Facial Yoga and Meditation,4.99,116.0,Barcelona,Spain,60, English and Spanish,29,29.0,58.0,Wellness
"Love yourself more, end-of-year special edition",5.0,42.0,Playa del Carmen,Mexico,45, English and Spanish,17,100.0,74.0,Wellness
Heal the Body with Reiki,5.0,27.0,Kennesaw,United States,60, English,25,10.0,300.0,Wellness
Sip and Dream,,,Tannersville,United States,120, English,20,20.0,200.0,Wellness
Self Love Tarot Readings,4.91,46.0,Barcelona,Spain,30, English and Spanish,34,1.0,55.0,Wellness
Turkish Coffee Fortune Telling,4.97,304.0,New York,United States,60, English,50,30.0,195.0,Wellness
Positive Side of Tarot’s Negative Cards,,,Adelaide,Australia,60, English,15,,,Wellness
Sacred cacao ceremony,,,Milano,Italy,90, English,93,30.0,99.0,Wellness
One to One Yoga with Sufi Teachings,5.0,6.0,Istanbul,Turkey,60, English,9,3.0,11.0,Wellness
Get to Know the World of Therapeutic Tarot,4.98,55.0,Playa del Carmen,Mexico,60, Spanish English and French,42,2.0,43.0,Wellness
Explore Astronomy with an Astrophysicist,5.0,2.0,Blue Mountains,Australia,75, English and French,23,30.0,223.0,Wellness
Mind Mastery with Goldie Sayers,5.0,13.0,,United Kingdom,60, English,28,500.0,344.0,Wellness
Astrology to Improve Emotional Health,4.97,37.0,Miami Beach,United States,60, English,50,9.0,250.0,Wellness
"Cultivating Kindness, Mindfulness Taster",,,Saltash,United Kingdom,120, English,21,24.0,55.0,Wellness
De-stress & Re-energise with Qigong,4.98,54.0,,Australia,60, English,15,500.0,372.0,Wellness
Tarot Reading and Guided Meditation,5.0,3.0,Delhi,India,60, English and Hindi,13,30.0,22.0,Wellness
Corporate Mindset Through Sport,5.0,3.0,,Canada,60, English,20,500.0,243.0,Wellness
Relax Heal & Meditate with Sound Bowls,4.91,94.0,Joshua Tree,United States,45, English,25,30.0,199.0,Wellness
Mindful Yoga with an Olympian,4.98,51.0,,Latvia,60, English Latvian and Russian,25,500.0,100.0,Wellness
Cook a 3-courses Italian meal,4.55,20.0,Paris,France,60, French English Spanish and Italian,140,30.0,290.0,Wellness
Spiritual Guidance Readings,5.0,1.0,Cambridge,United Kingdom,60, English,14,1.0,14.0,Wellness
New habits for the new year and have a better life,5.0,22.0,Playa del Carmen,Mexico,60, English and Spanish,22,100.0,148.0,Wellness
Yin Yoga Chill,5.0,1.0,Dublin,Ireland,60, English,9,10.0,174.0,Wellness
Moon Manifestation Ritual,,,South Bend,United States,60, English,30,10.0,40.0,Wellness
The Zen Art of Rock Balancing,4.98,50.0,San Francisco,United States,60, English,35,500.0,349.0,Wellness
Chakra Healing and Guided Meditation,4.88,8.0,Delhi,India,60, English,28,30.0,32.0,Wellness
Breathwork Group Session with Embodied Movement,,,Playa del Carmen,Mexico,90, English,32,10.0,50.0,Wellness
"Happiness meditation, end-of-year special edition",4.95,464.0,Playa del Carmen,Mexico,60, English and Spanish,15,500.0,148.0,Wellness
Life-changing tarot & oracle reading,,,Milano,Italy,60, English,116,1.0,116.0,Wellness
Cultivating an Olympian Mindset for Everyday Life,4.92,36.0,,Malaysia,60, English,64,500.0,482.0,Wellness
Focusing at Eighty-Eight mph Headfirst,5.0,65.0,,Canada,60, English,21,100.0,81.0,Wellness
Create and interpret your healing Mandalas,4.92,78.0,Cusco,Peru,90, Spanish and English,21,20.0,128.0,Wellness
Versailles 18th Century Beauty & Gossip,5.0,5.0,Paris,France,75, English and French,40,12.0,232.0,Wellness
Cultivating Optimism with Deena Kastor,4.94,368.0,,United States,60, English,25,500.0,200.0,Wellness
Self-Care Strategy Session,,,Sydney,Australia,60, English and Spanish,78,,,Wellness
"Celebrate Diwali (Festival of Lights) and ""Supreme Silence""",5.0,12.0,New Delhi,India,30, English,1,30.0,47.0,Wellness
Experience the life on one foot,5.0,2.0,,Guatemala,75, Spanish and English,15,30.0,110.0,Wellness
Mind-Body-Breath for Neurodiversity,4.92,26.0,Seal Beach,United States,75, English,60,6.0,150.0,Wellness
Holiday Retreat - Sun Yoga & Music hour for the overworked,5.0,16.0,Delhi,India,60, English and Hindi,16,100.0,80.0,Wellness
Dream Workshop,5.0,4.0,Istanbul,Turkey,60, English and Turkish,27,5.0,54.0,Wellness
Survive & thrive with Asif Sultani,5.0,18.0,,Australia,60, English,49,40.0,223.0,Wellness
Positivity with Scott and Vanessa,5.0,2.0,,Australia,60, English,30,500.0,557.0,Wellness
Restorative Contact for Pairs & Groups,4.99,134.0,New York,United States,90, English,38,100.0,97.0,Wellness
Explore Power of the Breath Masterclass,4.97,64.0,London,United Kingdom,60, English,16,30.0,153.0,Wellness
"Cello Meditation Concert, end-of-year edition",4.98,730.0,Amsterdam,Netherlands,60, English,26,500.0,638.0,Wellness
Discovering Yourself with the Enneagram,5.0,6.0,St. Simons Island,United States,60, English,30,30.0,100.0,Wellness
Una cita con el tarot,,,Mallorca Other,Spain,60, English Spanish and French,47,2.0,70.0,Wellness
Somaticsyoga with Aromatherapy,,,Mumbai,India,60, English and Hindi,34,3.0,67.0,Wellness
Contemporary art class,,,Paia,United States,120, English,88,10.0,500.0,Wellness
Green Therapy - Starter Pack,5.0,5.0,Lisbona,Portugal,60, Italian and English,10,5.0,12.0,Wellness
Animals Love Reiki,5.0,42.0,Folsom,United States,60, English,30,10.0,60.0,Wellness
Fun exciting Art and Drum Meditation,4.83,6.0,Nairobi,Kenya,60, English,16,10.0,25.0,Wellness
Embracing a moment of SlowLife,4.98,388.0,Florence,Italy,90, 5 languages,25,30.0,290.0,Wellness
Own clear and healthy skin,,,Singapore,Singapore,120, English,89,30.0,0.0,Wellness
Manifesting Desires w/Alchemy and Tarot,,,Los Angeles,United States,90, English,66,6.0,333.0,Wellness
Biodanza - the dance of life,5.0,1.0,Buenos Aires,Argentina,90, English German and Spanish,12,10.0,100.0,Wellness
Drumming meditation and African folk songs,4.95,44.0,Nairobi,Kenya,60, English,20,20.0,50.0,Wellness
Sit and Get Fit with Adaptive Yoga,5.0,15.0,London,United Kingdom,60, English,17,10.0,69.0,Wellness
Relaxing & self soothing Meditation w/Mexican Healer,4.93,27.0,Oaxaca de Juárez,Mexico,60, Spanish and English,34,30.0,173.0,Wellness
⭐️ Mayan Natal Chart Reading,4.94,32.0,Tulum,Mexico,90, English and Spanish,66,4.0,192.0,Wellness
Meditation with Cacao Ceremony,5.0,27.0,Londra,United Kingdom,90, English and Turkish,28,,,Wellness
Meena Yoga Pranayama & Meditation Class,5.0,3.0,Dehradun,India,60, English and Hindi,10,10.0,40.0,Wellness
Working in the Tech World without Coding,5.0,5.0,Braga,Portugal,60, English and Portuguese,35,15.0,58.0,Wellness
Yoga-Dance Class with Juliana Mendonca,4.91,23.0,Oakland,United States,60, English and Spanish,12,8.0,40.0,Wellness
Improv at Work,5.0,5.0,San Francisco,United States,60, English,40,30.0,800.0,Wellness
Astro-Based Qigong-Relaxation-Meditation,5.0,4.0,Santa Fe,United States,60, English,12,,,Wellness
Samsara private yoga class,5.0,1.0,Belgrade,Serbia,75, English,23,1.0,23.0,Wellness
Tell A Story With Tarot,5.0,5.0,Jersey Shore,United States,60, English,25,1.0,35.0,Wellness
The Winning Mentality from an Olympic Silver Medalist,5.0,6.0,,Bahamas,45, English,30,500.0,1250.0,Wellness
Latin America Through its Exotic Fruits,4.95,104.0,Bogotá,Colombia,60, English and Spanish,14,100.0,27.0,Wellness
Yoga Nidra & Pranayama with Indian Guru,4.8,5.0,Kochi,India,60, English,10,10.0,54.0,Wellness
Meditation and Tarot for well-being,5.0,3.0,Cluj-Napoca,Romania,60, English,29,5.0,106.0,Wellness
Soul Discovery Meditation & Affirmations,,,Palmerston North,New Zealand,75, English,18,15.0,142.0,Wellness
"Japanese tea ceremony, tea meditation",5.0,4.0,Kyoto,Japan,45, English,18,10.0,132.0,Wellness
A Meditative Journey to Find a Treasure of Inner Peace,,,Cocoa Beach,United States,60, English,12,10.0,80.0,Wellness
Sacred Healing Ritual,5.0,1.0,Toronto,Canada,60, English,41,,,Wellness
Daring to Dream,4.93,44.0,,Syria,90, English and Arabic,35,30.0,29.0,Wellness
Private Yoga Advisory,5.0,66.0,Barcelona,Spain,60, English and Spanish,47,30.0,93.0,Wellness
Learn the Secrets to a Happy Pregnancy,5.0,7.0,Paris,France,60, English French and Italian,174,12.0,290.0,Wellness
Laughter for Wellbeing,4.95,79.0,London,United Kingdom,60, English,29,30.0,413.0,Wellness
"Chanting, crystals & manifesting",5.0,4.0,Tulum,Mexico,45, English,40,13.0,123.0,Wellness
Traditional Healing & Houseplants,5.0,19.0,New York,United States,60, English and Spanish,25,30.0,75.0,Wellness
Group Guided Meditation for Relaxation,4.0,1.0,Sydney,Australia,60, English,14,20.0,134.0,Wellness
Simply Relaxing Harp Music,,,Ashland,United States,45, English,14,30.0,100.0,Wellness
"The I Ching Wisdom, Lessons and Practice",4.0,4.0,Milano,Italy,90, English French and Italian,6,10.0,58.0,Wellness
Heal with Energy Alignment of the Sacred Fire,5.0,6.0,Rio de Janeiro,Brazil,90, English,65,,,Wellness
Experiences and advice from an Olympian,5.0,3.0,,United Kingdom,120, English,28,25.0,138.0,Wellness
Tarot Made Simple,5.0,1.0,Adelaide,Australia,120, English,35,8.0,186.0,Wellness
The art of recovery with Liz Gleadle,4.92,13.0,,Canada,60, English,21,500.0,178.0,Wellness
"Yoga and Wellness for Mind, Body & Soul",,,Dehradun,India,60, English and Hindi,10,10.0,34.0,Wellness
Meditate to heal and connect Hearts,5.0,3.0,Istanbul,Turkey,60, English,29,5.0,98.0,Wellness
Simple Wall Yoga to Fix Bad Posture,5.0,3.0,George Town,Malaysia,60, English Chinese Simplified and Chinese Traditional,18,10.0,39.0,Wellness
Magic and spirituality,5.0,4.0,Stockholm,Sweden,60, French and English,24,10.0,24.0,Wellness
Get a Tarot Reading w/a Reiki Master,5.0,2.0,Kennesaw,United States,60, English,25,5.0,300.0,Wellness
An introduction to Herbal Medicine,5.0,1.0,Woodbridge,United Kingdom,60, English,17,15.0,50.0,Wellness
Piano Meditation Concert from Paris,4.98,387.0,Paris,France,60, English German and French,14,10.0,174.0,Wellness
Healthy & Sustainable Quinoa Burgers,5.0,1.0,Mexico City,Mexico,60, English,25,10.0,148.0,Wellness
Energy Healing Oasis,5.0,15.0,Folsom,United States,60, English,30,15.0,60.0,Wellness
Self-Love Spell Creation Course,4.97,37.0,Los Angeles,United States,60, English,30,30.0,120.0,Wellness
Heal Stress Through Art Therapy,4.99,76.0,barcelona ,Spain,60, English and Spanish,41,20.0,41.0,Wellness
Self Compassion Meditation,5.0,13.0,Vancouver,Canada,60, English,25,30.0,203.0,Wellness
Practice Vinyasa Yoga in Costa Rica,5.0,5.0,Escazú,Costa Rica,60, Spanish and English,10,10.0,32.0,Wellness
Scrittura creativa come terapia,4.96,28.0,Rome,Italy,75, Italian,15,3.0,35.0,Wellness
Unique Personal Numerology Consultation,,,New York,United States,120, English,250,1.0,350.0,Wellness
Learn how to meditate - private session,5.0,1.0,Olimpia,Brazil,90, English and Portuguese,22,,,Wellness
Find Purpose and Meaning in the New Year-Draw a Treasure Map,4.98,49.0,Alexandria,United States,75, English,39,30.0,99.0,Wellness
Pilates Dance Experience,,,Culver City,United States,45, English,20,30.0,225.0,Wellness
Learn Love Language Using Astrology,4.98,41.0,Miami Beach,United States,60, English,50,9.0,250.0,Wellness
Improvised Stories of the World Concert,5.0,71.0,Singapore,Singapore,90, English,38,30.0,297.0,Wellness
Emotional time with flower remedies,5.0,14.0,Rome,Italy,60, English and Italian,17,20.0,128.0,Wellness
